time,open,high,low,close,volume,ewma,wave,action,profit
2019-07-19 09:39:00-04:00,1989.215,1989.56,1989.215,1989.52,0.42704626334519574,1989.52,,0,0.0
2019-07-19 09:40:00-04:00,1989.2,1989.2,1988.995,1989.08,0.2752075919335706,1989.2241379310342,,0,0.0
2019-07-19 09:41:00-04:00,1990.89,1990.89,1990.89,1990.89,0.009489916963226572,1990.1901219977124,,0,0.0
2019-07-19 09:42:00-04:00,1990.755,1991.745,1990.755,1991.745,1.8884934756820877,1991.0350944061709,,0,0.0
2019-07-19 09:44:00-04:00,1987.66,1987.8,1986.33,1986.33,1.2241992882562278,1988.5541385089816,,0,0.0
2019-07-19 09:45:00-04:00,1988.17,1988.2,1988.17,1988.2,1.7461447212336891,1988.3700679797346,,0,0.0
2019-07-19 09:46:00-04:00,1989.19,1991.13,1989.19,1990.22,2.884934756820878,1989.324970949853,,0,0.0
2019-07-19 09:49:00-04:00,1989.33,1989.36,1989.11,1989.36,0.37959667852906287,1989.3429917508286,,0,0.0
2019-07-19 09:50:00-04:00,1988.01,1988.01,1988.01,1988.01,0.9395017793594306,1988.6583477988572,,0,0.0
2019-07-19 09:51:00-04:00,1988.65,1988.65,1988.65,1988.65,0.0,1988.6540636496966,,0,0.0
2019-07-19 09:52:00-04:00,1987.79,1987.79,1987.58,1987.58,0.04744958481613286,1988.1030596001374,,0,0.0
2019-07-19 09:55:00-04:00,1986.42,1986.42,1986.36,1986.36,1.8884934756820877,1987.2090230650372,,0,0.0
2019-07-19 09:56:00-04:00,1985.34,1985.34,1985.34,1985.34,0.03795966785290629,1986.250466219821,,0,0.0
2019-07-19 09:57:00-04:00,1986.35,1986.35,1986.35,1986.35,0.9395017793594306,1986.3015113497247,,0,0.0
2019-07-19 09:58:00-04:00,1986.405,1986.405,1986.23,1986.23,0.5029655990510083,1986.2648381046602,,0,0.0
2019-07-19 09:59:00-04:00,1988.98,1989.115,1988.98,1989.115,0.7591933570581257,1987.7264743079377,,0,0.0
2019-07-19 10:00:00-04:00,1990.38,1990.38,1989.24,1989.24,1.9454329774614472,1988.5026451372737,,0,0.0
2019-07-19 10:01:00-04:00,1989.67,1989.67,1989.575,1989.62,0.1423487544483986,1989.0756490004715,,0,0.0
2019-07-19 10:02:00-04:00,1989.26,1989.82,1989.19,1989.775,1.442467378410439,1989.434290956283,,0,0.0
2019-07-19 10:03:00-04:00,1989.055,1989.055,1988.47,1988.47,1.3475682087781733,1988.9397824930604,,0,0.0
2019-07-19 10:04:00-04:00,1988.39,1988.39,1988.39,1988.39,0.49347568208778175,1988.6578426751137,,0,0.0
2019-07-19 10:05:00-04:00,1989.47,1989.47,1989.47,1989.47,0.08540925266903915,1989.074333667027,,0,0.0
2019-07-19 10:07:00-04:00,1986.54,1986.54,1985.285,1985.48,0.4744958481613286,1987.2310855117532,,0,0.0
