time,open,high,low,close,volume,ewma,wave,action,profit
2019-07-19 11:18:00-04:00,205.21,205.29,205.21,205.25,1.84377587634557,205.25,,0,0.0
2019-07-19 11:19:00-04:00,205.24,205.24,205.13,205.14,1.8526083356334528,205.17603448275858,,0,0.0
2019-07-19 11:20:00-04:00,205.17,205.19,205.12,205.12,1.766491857576594,205.14354174609227,,0,0.0
2019-07-19 11:21:00-04:00,205.17,205.17,205.07,205.07,0.7529671542920232,205.1035767158928,,0,0.0
2019-07-19 11:22:00-04:00,205.07,205.08,205.01,205.055,1.834943417057687,205.07796263052987,,0,0.0
2019-07-19 11:23:00-04:00,205.05,205.08,205.02,205.07,1.5390560309136074,205.0738238950389,,0,0.0
2019-07-19 11:24:00-04:00,205.075,205.1,205.075,205.1,3.044990339497654,205.0873355484941,,0,0.0
2019-07-19 11:25:00-04:00,205.05,205.06,205.0,205.01,0.4990339497653878,205.04755004126773,,0,0.0
2019-07-19 11:26:00-04:00,205.03,205.05,205.01,205.05,1.6958321832735301,205.04880837570798,,0,0.0
2019-07-19 11:27:00-04:00,205.02,205.02,205.01,205.01,0.43941484957217775,205.02889164399704,,0,0.0
2019-07-19 11:28:00-04:00,205.03,205.03,204.98,204.98,1.1614683963566106,205.00380980286073,,0,0.0
2019-07-19 11:29:00-04:00,204.95,205.05,204.95,205.0,1.5567209494893735,205.001855708492,,0,0.0
2019-07-19 11:30:00-04:00,205.01,205.1,205.01,205.03,1.4595638973226608,205.01628993554002,,0,0.0
2019-07-19 11:31:00-04:00,204.99,204.99,204.96,204.97,1.5456803753795196,204.9925504998566,,0,0.0
2019-07-19 11:32:00-04:00,204.97,204.97,204.93,204.96,1.433066519459012,204.97585759078956,,0,0.0
2019-07-19 11:33:00-04:00,204.95,204.98,204.91,204.98,1.6605023461219983,204.97798192459695,,0,0.0
2019-07-19 11:34:00-04:00,204.98,204.98,204.9,204.915,2.1418713773116203,204.94568334327522,,0,0.0
2019-07-19 11:35:00-04:00,204.945,204.945,204.9,204.9,1.5500966050234612,204.92225593175746,,0,0.0
2019-07-19 11:36:00-04:00,204.9,204.9,204.8,204.81,3.3894562517250897,204.86468872023696,,0,0.0
2019-07-19 11:37:00-04:00,204.85,204.85,204.82,204.82,0.43941484957217775,204.84177141480777,,0,0.0
2019-07-19 11:38:00-04:00,204.86,204.86,204.81,204.83,1.1217223295611372,204.8357347901612,,0,0.0
2019-07-19 11:39:00-04:00,204.74,204.74,204.6,204.64,3.9414849572177753,204.7353579611797,,0,0.0
2019-07-19 11:40:00-04:00,204.57,204.59,204.33,204.35,6.842947833287331,204.53773848094593,,0,0.0
2019-07-19 11:41:00-04:00,204.37,204.485,204.31,204.47,4.232956113717913,204.5030007972995,,0,0.0
2019-07-19 11:42:00-04:00,204.49,204.54,204.41,204.54,5.010212531051614,204.52197474769773,,0,0.0
2019-07-19 11:43:00-04:00,204.54,204.57,204.46,204.53,2.269942036985923,204.5260902617301,,0,0.0
2019-07-19 11:44:00-04:00,204.5,204.52,204.45,204.45,3.438034777808446,204.48706961454482,,0,0.0
2019-07-19 11:45:00-04:00,204.4,204.4,204.31,204.33,3.016284846812034,204.40652109412042,,0,0.0
2019-07-19 11:46:00-04:00,204.32,204.43,204.32,204.38,2.640905327077008,204.3929205330211,,0,0.0
2019-07-19 11:47:00-04:00,204.31,204.42,204.31,204.355,5.131658846260006,204.3734741058225,,0,0.0
2019-07-19 11:48:00-04:00,204.355,204.36,204.31,204.31,1.492685619652222,204.34092328231702,,0,0.0
2019-07-19 11:49:00-04:00,204.29,204.4,204.27,204.39,3.526359370687276,204.36609082984933,,0,0.0
2019-07-19 11:50:00-04:00,204.39,204.51,204.37,204.45,3.334253381175821,204.40912117351849,,0,0.0
2019-07-19 11:51:00-04:00,204.43,204.43,204.35,204.37,2.0027601435274636,204.38905903325212,,0,0.0
2019-07-19 11:52:00-04:00,204.39,204.42,204.33,204.33,2.565829423130003,204.35877234953276,,0,0.0
